lincs.milestones.d:9f82da86-ba74-47fe-86eb-2d05c0c402f3	DTOXS	c;t	RNASeq	Cardiotoxicity Signatures	"{'type': 'FDA approved drug', 'name': 'Afatinib'}"	"{""type"": ""cell line"", ""name"": ""Promocell myocytes line 1"", ""tissue"": ""heart"", ""class"": ""normal""}"
lincs.milestones.d:df50d8bb-015e-490b-9eb9-66c5bd502c9d	DTOXS	c;p	Proteomics	Cardiotoxicity Signatures	"{'type': 'FDA approved drug', 'name': 'Afatinib'}"	"{""type"": ""cell line"", ""name"": ""Promocell myocytes line 1"", ""tissue"": ""heart"", ""class"": ""normal""}"
lincs.milestones.d:9d3ee4c9-75ea-4e74-a58f-6506b143fd42	DTOXS	c;p	Western blots/PCR (validation assays)	Cardiotoxicity Signatures	"{'type': 'FDA approved drug', 'name': 'Afatinib'}"	"{""type"": ""cell line"", ""name"": ""Promocell myocytes line 1"", ""tissue"": ""heart"", ""class"": ""normal""}"
lincs.milestones.d:0a5b41c3-0b77-4964-acf2-98950682287a	DTOXS	c;t	RNASeq	Cardiotoxicity Signatures	"{'type': 'FDA approved drug', 'name': 'Afatinib'}"	"{""type"": ""cell line"", ""name"": ""Promocell myocytes line 4"", ""tissue"": ""heart"", ""class"": ""normal""}"
lincs.milestones.d:1bf426c2-5bf7-4756-ad77-aeaaa540e426	DTOXS	c;p	Proteomics	Cardiotoxicity Signatures	"{'type': 'FDA approved drug', 'name': 'Afatinib'}"	"{""type"": ""cell line"", ""name"": ""Promocell myocytes line 4"", ""tissue"": ""heart"", ""class"": ""normal""}"
lincs.milestones.d:c9af1dbb-1ec7-4dff-a0cb-38503b6001ee	DTOXS	c;p	Western blots/PCR (validation assays)	Cardiotoxicity Signatures	"{'type': 'FDA approved drug', 'name': 'Afatinib'}"	"{""type"": ""cell line"", ""name"": ""Promocell myocytes line 4"", ""tissue"": ""heart"", ""class"": ""normal""}"
lincs.milestones.d:8e15e21f-b71f-4dce-b8af-82865c073a6d	DTOXS	c;t	RNASeq	Cardiotoxicity Signatures	"{'type': 'FDA approved drug', 'name': 'Afatinib'}"	"{""type"": ""iPSC differentiated"", ""name"": ""Mount Sinai iPSC-derived myocytes line 1"", ""tissue"": ""heart"", ""class"": ""normal""}"
lincs.milestones.d:6b823b8c-a81a-4dc6-bf5c-1b987da2e040	DTOXS	c;p	Proteomics	Cardiotoxicity Signatures	"{'type': 'FDA approved drug', 'name': 'Afatinib'}"	"{""type"": ""iPSC differentiated"", ""name"": ""Mount Sinai iPSC-derived myocytes line 1"", ""tissue"": ""heart"", ""class"": ""normal""}"
lincs.milestones.d:490bff60-20d6-4a43-91f5-a5f0c8e0facc	DTOXS	c;p	Western blots/PCR (validation assays)	Cardiotoxicity Signatures	"{'type': 'FDA approved drug', 'name': 'Afatinib'}"	"{""type"": ""iPSC differentiated"", ""name"": ""Mount Sinai iPSC-derived myocytes line 1"", ""tissue"": ""heart"", ""class"": ""normal""}"
lincs.milestones.d:714a5edb-5bff-4290-8b64-d824b7a67ea7	DTOXS	defer;t	RNASeq	"Cardiomyocyte ""Efficacy/Toxicity Ratio"" Joint project- Collaborators: ISMMS, UCI, HMS, Broad/Golub, Broad/Jaffe, OHSU & DCIC*"	"{'type': 'FDA approved drug', 'name': 'Afatinib'}"	"{""name"": "" Which four? Birtwistle unsure of structure""}"
lincs.milestones.d:8e7cbb8e-181d-4ec0-b1e7-5ebfcb28369b	DTOXS	defer;p	Proteomics	"Cardiomyocyte ""Efficacy/Toxicity Ratio"" Joint project- Collaborators: ISMMS, UCI, HMS, Broad/Golub, Broad/Jaffe, OHSU & DCIC*"	"{'type': 'FDA approved drug', 'name': 'Afatinib'}"	"{""name"": "" Which four? Birtwistle unsure of structure""}"
lincs.milestones.d:220d3737-e0d3-46b3-8429-8c1b00d67b07	DTOXS	defer;p	Western blots/PCR (validation assays)	"Cardiomyocyte ""Efficacy/Toxicity Ratio"" Joint project- Collaborators: ISMMS, UCI, HMS, Broad/Golub, Broad/Jaffe, OHSU & DCIC*"	"{'type': 'FDA approved drug', 'name': 'Afatinib'}"	"{""name"": "" Which four? Birtwistle unsure of structure""}"
lincs.milestones.d:6cb25fd4-e27c-4c33-a94f-cda6eae8b8e0	DTOXS	c;t	RNASeq	Cardiotoxicity Signatures	"{'type': 'FDA approved drug', 'name': 'Afatinib'}"	"{""type"": ""iPSC differentiated"", ""name"": ""Mount Sinai iPSC-derived myocytes line 3"", ""tissue"": ""heart"", ""class"": ""normal""}"
lincs.milestones.d:0da0058d-39b6-4ca2-bbd9-9cf0e28274b1	DTOXS	c;p	Proteomics	Cardiotoxicity Signatures	"{'type': 'FDA approved drug', 'name': 'Afatinib'}"	"{""type"": ""iPSC differentiated"", ""name"": ""Mount Sinai iPSC-derived myocytes line 3"", ""tissue"": ""heart"", ""class"": ""normal""}"
lincs.milestones.d:421eeee5-ea10-46c6-85e3-7b646e06a33d	DTOXS	c;p	Western blots	Cardiotoxicity Signatures	"{'type': 'FDA approved drug', 'name': 'Afatinib'}"	"{""type"": ""iPSC differentiated"", ""name"": ""Mount Sinai iPSC-derived myocytes line 3"", ""tissue"": ""heart"", ""class"": ""normal""}"
lincs.milestones.t:23fac28c-b5aa-47b3-b3d1-705394dbd9d4	LINCS Transcriptomics	g;t	evaluating shRNAs (vs CRISPRs)	L1000	"{'type': 'genetic', 'name': 'EGFP(control)', 'perturbagens': '12 (6 sgRs and 6 shRs)'}"	"{""type"": ""cell line"", ""name"": ""MCF7"", ""tissue"": ""breast"", ""class"": ""cancer line""}"
lincs.milestones.t:0689336c-5654-428d-b2da-fbadc5a204eb	LINCS Transcriptomics	c;t	deep exploration of cellular context (small-molecules)	L1000	"{'type': 'chemical', 'name': 'acetyldiline (Ci-994)'}"	"{""type"": ""cell line"", ""name"": ""MCF7"", ""tissue"": ""breast"", ""class"": ""cancer line""}"
